405	102
405	106
405	110
405	114
405	118
405	122
405	126
405	130
405	134
405	138
405	142
405	146
405	150
405	154
405	158
405	162
405	166
409	166
411	164
413	161
415	157
417	154
420	151
423	148
425	145
428	143
431	140
434	137
437	135
440	133
443	131
447	129
450	127
454	126
458	124
461	123
465	122
469	121
472	120
476	120
480	119
484	119
488	119
492	119
496	119
500	119
504	119
508	120
512	120
516	121
520	122
523	123
527	124
531	125
534	127
538	128
542	130
545	132
549	134
552	136
555	138
558	141
562	143
564	146
567	148
570	152
572	155
575	158
577	161
579	165
581	168
583	171
585	175
586	179
588	182
589	185
590	190
591	193
592	197
593	201
594	205
594	209
595	213
595	217
595	221
595	224
595	228
595	232
595	236
595	240
594	244
594	248
594	252
593	255
592	260
591	264
590	267
589	271
588	275
586	278
585	282
583	286
582	289
580	293
578	296
575	299
573	303
571	306
568	309
565	312
563	315
560	317
557	320
554	323
551	325
548	327
544	329
541	331
537	333
534	335
530	337
527	338
523	339
519	340
515	341
512	342
508	343
504	344
500	344
496	345
492	345
488	345
484	345
480	345
476	345
472	345
469	345
464	345
460	345
457	344
453	344
448	343
445	342
441	341
437	340
433	340
429	339
426	338
422	336
418	335
415	333
411	331
408	329
405	327
402	325
398	322
395	319
392	317
390	314
387	311
384	308
382	305
380	302
377	298
375	295
373	291
372	288
370	284
369	280
368	277
366	274
365	269
364	266
363	262
363	258
362	254
362	250
361	246
361	242
361	238
361	234
361	230
361	226
361	222
365	222
369	222
373	222
377	222
381	222
385	222
389	222
393	222
397	222
400	222
400	226
400	230
400	234
400	238
400	242
401	246
401	250
402	254
403	258
404	262
405	265
407	269
408	273
410	276
412	280
415	283
417	286
420	289
422	291
426	294
429	296
432	299
435	300
439	302
443	304
446	305
450	307
454	308
458	308
462	309
466	310
470	310
474	310
478	310
482	310
486	310
489	310
493	309
497	309
501	308
505	307
509	305
512	304
516	302
519	300
522	298
526	296
529	293
532	290
535	287
537	285
539	282
542	279
544	275
546	272
547	268
549	264
550	260
551	257
552	253
553	249
554	245
554	241
555	237
555	233
555	229
555	226
555	222
555	218
554	215
554	211
553	207
552	203
551	199
549	196
548	192
546	188
544	185
542	182
539	178
537	175
534	173
532	170
529	168
525	165
522	163
518	161
515	160
511	158
507	157
504	156
500	155
496	155
492	155
488	154
484	155
480	155
476	156
473	157
469	158
466	159
462	161
458	163
456	165
452	168
450	170
447	173
445	176
443	180
441	183
439	185
435	185
431	185
427	185
423	185
419	185
415	185
411	185
407	185
403	185
399	185
395	185
391	185
387	185
383	185
379	185
375	185
371	185
367	185
366	185
